"Establishment number","Name of the operator","Location Address","Mailing Address","Function Codes","Telephone Number","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
S507,"WALMART CANADA LOGISTICS ULC/LOGISTIQUE WALMART CANADA ULC","7295 WEST CREDIT AVE.   MISSISSAUGA ON L5N 5N1","1940 ARGENTIA ROAD   MISSISSAUGA ON L5N 1P9"," 9B/US 10AB","(905) 821-2111 (905) 821-6352/F",43.612391,-79.76147,1,rooftop,"7295 W Credit Ave",,"Mississauga, ON L5N",7295,"W Credit Ave",,,Mississauga,ON,,L5N,CA,"Peel Region"
S509,"PREMIUM BRANDS OPERATING LIMITED PARTNERSHIPAlso Doing Business As Name:   PILLER'S : PILLER SAUSAGES & DELICATESSENS : PILLER'S FINE FOODS-A DIVISION OF PBOLP","250 FROBISHER DR.   WATERLOO ON N2V 2L8","P.O. BOX 338   WATERLOO ON N2J 4A4"," 10A 12Y","(519) 743-1412 (519) 743-7111/F",43.512402,-80.522998,1,rooftop,"250 Frobisher Dr",,"Waterloo, ON N2V",250,"Frobisher Dr",,,Waterloo,ON,,N2V,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S510,"MAPLE LEAF FOODS INC. / LES ALIMENTS MAPLE LEAF INC.","7474 MCLEAN RD   GUELPH ON N1H 6H9","6897 FINANCIAL DRIVE   MISSISSAUGA ON L5N 0A8"," 9BC/US 10AB","(905) 285-1615 (905) 285-6766/F",43.329212,-80.241649,0.61,street_center,"McLean Rd",,"Cambridge, ON N1R",,"McLean Rd",,,Cambridge,ON,,N1R,CA,"CanVec+ by Natural Resources Canada"
S513,"PRODUCE PROCESSORS LIMITED","17452 TELEPHONE ROAD NORTH FREEZER WAREHOUSE  TRENTON ON K8V 5R1","P.O. BOX 100   TRENTON ON K8V 4R4"," 9B/US 10A","(613) 394-3317 (613) 965-4375/F",44.103338,-77.642206,1,rooftop,"17452 Telephone Rd",,"Trenton, ON K8V",17452,"Telephone Rd",,,Trenton,ON,,K8V,CA,"Quinte West"
S514,"TAS REFRIGERATED DISTRIBUTION INC./DISTRIBUTION R�FRIG�R�E TAS INC.","18 ABACUS ROAD   BRAMPTON ON L6T 5B7","   "," 9B/US 10A","(905) 913-0247 (905) 913-0256/F",43.761849,-79.660665,1,rooftop,"18 Abacus Rd",,"Brampton, ON L6T",18,"Abacus Rd",,,Brampton,ON,,L6T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S515,"TCS TORONTO INC.","3691-3695 WESTON ROAD   TORONTO ON M9L 1W4","21 ALBERT STREET; P.O. BOX 100   TRENTON ON K8V 4S4"," 9B/US 10A 11R","(416) 749-3317 (416) 740-9856F",43.763609,-79.544127,0.99,rooftop,"3691 Weston Rd",,"North York, ON M9L",3691,"Weston Rd",,,"North York",ON,,M9L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S516,"APPROVED COLD STORAGE INC.","5100 HARVESTER ROAD   BURLINGTON ON L7L 4X4","   "," 9B/US 10A","(416) 799-7166/T (905) 635-4509/F",43.379134,-79.764191,1,rooftop,"5100 Harvester Rd",,"Burlington, ON L7L",5100,"Harvester Rd",,,Burlington,ON,,L7L,CA,"City of Burlington (Datasets are publicly available from the City under these Terms of Use)"
S517,"SIERRA SUPPLY CHAIN SERVICES INC.","90 GLOVER ROAD   HAMILTON ON L8W 3T7","302 THE EAST MALL; SUITE 500   ETOBICOKE ON M9B 6C7"," 9B/US 10A","(905) 575-8164 (905) 575-4976/F",43.18241,-79.82805,1,rooftop,"90 Glover Rd",,"Hamilton, ON L8W",90,"Glover Rd",,,Hamilton,ON,,L8W,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S518,"VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.Also Doing Business As Name:   ATLAS COLD STORAGE","4545 STEELES AVENUE WEST   TORONTO ON M9L 1P1","5255 YOUNGE STREET; SUITE 900   TORONTO ON M2N 5P8"," 9B/US 10A","(905) 695-1355 (416) 748-8814/F (416) 748-0139/I",43.771336,-79.536961,1,rooftop,"4545 Steeles Ave W",,"North York, ON M9L",4545,"Steeles Ave W",,,"North York",ON,,M9L,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
S519,"FRASER GLENBURNIE INC.","17489; TELEPHONE ROAD; PART LOT 13; CON 1 MURRAY TOWNSHIP COUNTY OF NORTHUMBERLAND ON K8V 5P4","P.O BOX 100   TRENTON ON K8V 5R1"," 9BC/US 10AB 11C","(613) 394-3317 (613) 394-4734/F",44.102385,-77.639505,1,rooftop,"17489 Telephone Rd","Lot 13","Trenton, ON K8V",17489,"Telephone Rd",Lot,13,Trenton,ON,,K8V,CA,"Quinte West"
S520,"TRI-COUNTY APPLE GROWERS LIMITED","CONCESSION 2; PART LOT 5; 178 STOCKDALE ROAD; TOWNSHIP OF MURRAY CITY OF TRENTON ON K8V 5P6","P.O. BOX 187   TRENTON ON K8V 5R2"," 9BC/US 10AB 11H","(613) 394-3317 (613) 392-2498/F",44.114542,-77.596269,0.91,nearest_rooftop_match,"3 Trenton St","Lot 5","Trenton, ON K8V",3,"Trenton St",Lot,5,Trenton,ON,,K8V,CA,"Quinte West"
S522,"CONG�BEC INC.","225 REXDALE BLVD.   TORONTO ON M9W 1P7","810 AVENUE GODIN   QU�BEC QC G1M 2X9"," 9BC/US 10AB","(416) 743-7038 (416) 743-9941/F",43.71217,-79.575493,1,rooftop,"225 Rexdale Blvd",,"Etobicoke, ON M9W",225,"Rexdale Blvd",,,Etobicoke,ON,,M9W,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S523,"GREAT LAKES FOOD COMPANY LTD.","135 BOTHWELL STREET; P.O.426   CHATHAM ON N7M 5K5","   "," 10A","(519) 354-4600 (519) 354-9566/F",42.384497,-82.201694,1,rooftop,"135 Bothwell St",,"Chatham, ON N7M",135,"Bothwell St",,,Chatham,ON,,N7M,CA,"Chatham Kent"
S524,"SERVICE FREEZERS LIMITED*","10 SHORNCLIFFE ROAD; UNIT 4   TORONTO ON M9B 3S3","1 GLEN SCARLETT ROAD   TORONTO ON M6N 1P5"," 10A","(416) 231-7239 (416) 231-0968/F",43.63107,-79.544681,1,rooftop,"10 Shorncliffe Rd","Unit 4","Etobicoke, ON M9B",10,"Shorncliffe Rd",Unit,4,Etobicoke,ON,,M9B,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S525,"BORDER CITY STORAGE LIMITED*","1019 ELLIOTT STREET WEST   WINDSOR ON N9A 5Z8","   "," 9BC/US 10AB","(519) 254-5134 (519) 254-2151/F",42.307672,-83.046345,1,rooftop,"1019 Elliott St W",,"Windsor, ON N9A",1019,"Elliott St W",,,Windsor,ON,,N9A,CA,"City of Windsor"
S526,"VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.","316 AVIVA PARK DRIVE   VAUGHAN ON L4L 9C7","2115 COMMISSIONER STREET   VANCOUVER BC V5L 1A6"," 9B/US 10A","(905) 850-9334 (905) 850-6224/F",43.776638,-79.554237,1,rooftop,"316 Aviva Park Dr",,"Woodbridge, ON L4L",316,"Aviva Park Dr",,,Woodbridge,ON,,L4L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S527,"FRESHSTONE BRANDS INC.*","84 CITATION ROAD; 11 & 12   VAUGHAN ON L4K 2X2","350 CREDITSTONE ROAD; 103   CONCORD ON L4K 3Z2"," 10AB","(905) 695-0641 (905) 760-9443/F",43.824968,-79.488983,1,rooftop,"84 Citation Dr",12,"Concord, ON L4K",84,"Citation Dr",,12,Concord,ON,,L4K,CA,"City of Markham (York Region Open Data Licence Contains public sector information made available under The Regional Municipality of York's Open Data Licence)"
S528,"VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.","590 NASH RD. N.   HAMILTON ON L8E 3M5","316 AVIVA PARK DRIVE   VAUGHAN ON L4L9C7"," 9B/US 10A","(905) 547-2821 (905) 549-8871/F",43.251474,-79.761643,1,rooftop,"590 Nash Rd N",,"Hamilton, ON L8E",590,"Nash Rd N",,,Hamilton,ON,,L8E,CA,"City of Hamilton (Open Data Licence Terms and Conditions Contains public sector Data made available under the City of Hamilton’s Open Data Licence)"
S529,"CONESTOGA COLD STORAGE","2660 MEADOWPINE BLVD   MISSISSAUGA ON L5N 7E6","   "," 9BC/US 10A 11HR 12Y","(905) 567-1144 (905) 567-1040/F",43.602946,-79.78355,1,rooftop,"2660 Meadowpine Blvd",,"Mississauga, ON L5N",2660,"Meadowpine Blvd",,,Mississauga,ON,,L5N,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S530,"MAPLE LEAF FOODS INC./LES ALIMENTS MAPLE LEAF INC.Also Doing Business As Name:   J.M. SCHNEIDER : SCHNEIDER FOODS / LES ALIMENTS SCHNEIDER : MAPLE LEAF CONSUMER FOODS/LES ALIMENTS DE CONSOMMATION MAPLE LEAF : MAPLE LEAF POTATOES : MAPLE LEAF FOODS/LES ALIMENTS MAPLE LEAF : MITCHELL'S GOURMET FOODS : MAPLE LEAF PORK/PORC MAPLE LEAF : MAPLE LEAF POULTRY/VOLAILLE MAPLE LEAF : HUB MEAT PACKERS : MAPLE LEAF FOOD SERVICE/SERVICE ALIMENTAIRE MAPLE LEAF : HUB MEATS/LES VIANDES HUB : LARSEN PACKERS : COLD SPRINGS FARM : CAPPOLA FOOD : THAMES VALLEY PROCESSORS","116 RYDING AVENUE   TORONTO ON M6N 1H2","100 ETHEL AVENUE   TORONTO ON M6N 4Z7"," 10A","(416) 767-5151 EXT. 255 (416) 762-9002",43.6699,-79.476087,1,rooftop,"116 Ryding Ave",,"Toronto, ON M6N",116,"Ryding Ave",,,Toronto,ON,,M6N,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S532,"FRASER GLENBURNIE INC.Also Doing Business As Name:   FRASER ROAD COOLER","220 FRASER ROAD LOT 15 & 16; CON. 1 NORTHCUMBERLAND COUNTY MURRAY TOWNSHIP ON K8V 5P4","P.O. BOX 100   TRENTON ON K8V 5R1"," 10B","(613) 394-3317 (613) 392-5833/F",44.093143,-77.646551,1,rooftop,"220 Fraser Rd","Lot 15","Trenton, ON K8V",220,"Fraser Rd",Lot,15,Trenton,ON,,K8V,CA,"Quinte West"
S535,"STERLING PACKERS LIMITEDAlso Doing Business As Name:   CONFEDERATION FREEZERS (A Division of Sterling Packers)","240 NUGGET COURT   BRAMPTON ON L6T 5H4","   "," 9B/US 10A 11R","(905) 799-3609 (905) 791-1564/I (905) 799-2223/F",43.723896,-79.691555,1,rooftop,"240 Nuggett Ct",,"Brampton, ON L6T",240,"Nuggett Ct",,,Brampton,ON,,L6T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S536,"NOVA COLD LOGISTICS ULC.","745 INTERMODAL DRIVE   BRAMPTON ON L6T 5W2","   "," 9B/US 10A 11R 12Y","(905) 791-8585 (905) 791-8581/F",43.739488,-79.657992,1,rooftop,"745 Intermodal Dr",,"Brampton, ON L6T",745,"Intermodal Dr",,,Brampton,ON,,L6T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S537,"CONESTOGA COLD STORAGE","299 TRILLIUM DRIVE   KITCHENER ON N2E 1W9","   "," 9BC/US 10AB 11RS 12Y","(519) 748-5415 (519) 748-9852/F",43.401751,-80.463306,1,rooftop,"299 Trillium Dr",,"Kitchener, ON N2E",299,"Trillium Dr",,,Kitchener,ON,,N2E,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S538,"MD FOOD TRANSPORTING LIMITED","19 AUTOMATIC ROAD   BRAMPTON ON L6S 4K6","   "," 9CB/US 10A","(905) 793-8935 (905) 793-8280/F (   )    -",43.757118,-79.710619,1,rooftop,"19 Automatic Rd",,"Brampton, ON L6S",19,"Automatic Rd",,,Brampton,ON,,L6S,CA,"City of Brampton (City of Brampton CC-BY 4.0)"
S539,"DV GROUP CANADA INC.Also Doing Business As Name:   LIBERTY FREEZERS LONDON LTD.","2485 SURVEYOR ROAD   MISSISSAUGA ON L5N 3J4","535 SOVEREIGN ROAD;   LONDON ON N5V 5H4"," 9B/US 10A","(519) 453-4131 (519) 453-6560 (905) 567-2446/I",43.590157,-79.743401,1,rooftop,"2485 Surveyor Rd",,"Mississauga, ON L5N",2485,"Surveyor Rd",,,Mississauga,ON,,L5N,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S540A,"IMPERIAL COLD STORAGE & DISTRIBUTION INC.","299 COURTNEYPARK DRIVE; EAST   MISSISSAUGA ON L5T 2T6","   "," 9B/US 10A 11R","(905) 564-8388 (905) 564-0699/F",43.644193,-79.686897,0.87,nearest_rooftop_match,"333 Courtneypark Dr E",,"Mississauga, ON L5T",333,"Courtneypark Dr E",,,Mississauga,ON,,L5T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S541,"WINDSOR FREEZER SERVICES LTD.","1518 MERCER STREET   WINDSOR ON N8X 3P5","   "," 9BC/US 10AB","(519) 252-2653 (519) 252-4984 (519) 252-2959/F",42.302217,-83.021763,1,rooftop,"1518 Mercer St",,"Windsor, ON N8X",1518,"Mercer St",,,Windsor,ON,,N8X,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S542,"LOBLAWS INC.","1105 FOUNTAIN STREET NORTH   CAMBRIDGE ON N3E 1A2","   "," 10A","(519) 620-3459 (519) 620-3421/F",43.422855,-80.380309,1,rooftop,"1105 Fountain St N",,"Cambridge, ON N3E",1105,"Fountain St N",,,Cambridge,ON,,N3E,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S543,"STERLING PACKERS LIMITEDAlso Doing Business As Name:   CONFEDERATION FREEZERS","21 YORK ROAD   BRANTFORD ON N3T 6H2","   "," 9BC/US 10A 11R","(905) 732-9112 (519) 791-0542/F EXT. 234",43.127338,-80.33472,1,range_interpolation,"21 York Rd",,"Brantford, ON N3T",21,"York Rd",,,Brantford,ON,,N3T,CA,"Address Ranges"
S544,"MULTI-TASK COLD STORAGE INC.","218 WILKINSON ROAD; UNIT 2   BRAMPTON ON L6T 4M4","   "," 10AB","(905) 452-5362 (905) 452-3854/F",43.68696,-79.693213,1,rooftop,"218 Wilkinson Rd","Unit 2","Brampton, ON L6T",218,"Wilkinson Rd",Unit,2,Brampton,ON,,L6T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S545,"LIBERTY FREEZERS LONDON LTD.","535 SOVEREIGN ROAD   LONDON ON N5V 5H4","   "," 9B/US 10AB 11R","(519) 453-4131 (519) 453-6560/F",42.999668,-81.145275,1,rooftop,"535 Sovereign Rd",,"London, ON N5V",535,"Sovereign Rd",,,London,ON,,N5V,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S548,"G. BRANDT MEAT PACKERS LIMITED","2507 - 2511 WHARTON GLEN   MISSISSAUGA ON L4X 2A8","1878 MATTAWA AVENUE   MISSISSAUGA ON L4X 2A8"," 10A 12Y","(905) 279-4460 (905) 279-9155/F",43.618127,-79.570827,0.5,nearest_rooftop_match,"2559 Wharton Glen Ave",,"Mississauga, ON L4X",2559,"Wharton Glen Ave",,,Mississauga,ON,,L4X,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S549,"DOLAN FOODS INC.","300 TROWERS ROAD; UNIT 9   VAUGHAN ON L4L 6A1","   "," 9B/US 10AB",,43.785683,-79.559189,1,rooftop,"300 Trowers Rd","Unit 9","Woodbridge, ON L4L",300,"Trowers Rd",Unit,9,Woodbridge,ON,,L4L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S551,"MCRAE COLD STORAGE INC.","225 ORENDA ROAD   BRAMPTON ON L6T 1E6","   "," 9B/US 10A","(905) 672-0010 (905) 488-9758/F",43.696592,-79.724401,1,rooftop,"225 Orenda Rd",,"Brampton, ON L6T",225,"Orenda Rd",,,Brampton,ON,,L6T,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S552,"INTERNATIONAL COLD STORAGE 2010 INC.","250 SUMMERLEA ROAD; UNIT 12   BRAMPTON ON L6T 3V6","8155 TRANSCANADIENNE   VILLE ST-LAURENT QC H4S 1S4"," 9B/US 10A 11H 12Y","(905) 790-2424 (905) 790-6262/F",43.731643,-79.699784,1,rooftop,"250 Summerlea Rd","Unit 12","Brampton, ON L6T",250,"Summerlea Rd",Unit,12,Brampton,ON,,L6T,CA,"City of Brampton (City of Brampton CC-BY 4.0)"
S553,"PELMEN COLD STORAGE INC.Also Doing Business As Name:   PELMEN COLD STORAGE","2545 BARTON ST. E.   HAMILTON ON L8E 2X2","E-777 THE QUEENSWAY   TORONTO ON M8Z 1N4"," 9B 10A","(905) 560-1818 (905) 560-5133 (   )    -",43.236529,-79.75636,1,rooftop,"2545 Barton St E",,"Hamilton, ON L8E",2545,"Barton St E",,,Hamilton,ON,,L8E,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S554,"HEIDELBERG FOODS LTD.","150 BORDEN AVENUE SOUTH   KITCHENER ON N2G 3R5","1035 RIETZEL PLACE   WATERLOO ON N0B 2N0"," 9B/US 10AB","(519) 578-3441 (519) 585-2235/F",43.439903,-80.477304,1,rooftop,"150 Borden Ave S",,"Kitchener, ON N2G",150,"Borden Ave S",,,Kitchener,ON,,N2G,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S556,"ERB TRANSPORT LIMITEDAlso Doing Business As Name:   ERB COLD STORAGE-HIGHLAND WAREHOUSE","1644 HIGHLAND ROAD WEST; UNIT #3   KITCHENER ON N2N 3K7","290 HAMILTON ROAD   NEW HAMBURG ON N3A 1A2"," 9B/US 10A","(519) 742-2652 (519) 742-8785/F",43.421699,-80.5601,1,rooftop,"1644 Highland Rd W","Unit 3","Kitchener, ON N2N",1644,"Highland Rd W",Unit,3,Kitchener,ON,,N2N,CA,"City of Waterloo (Contains information provided by the Regional Municipality of Waterloo under licence)"
S558,"J.D. SMITH & SONS LIMITED","240 RACCO PARKWAY   VAUGHAN ON L4J 8X9","180 BASALTIC ROAD   VAUGHAN ON L4K 1G6"," 10B","(905) 669-8980 (905) 669-7646/F",43.81932,-79.472387,1,rooftop,"240 Racco Pkwy",,"Thornhill, ON L4J",240,"Racco Pkwy",,,Thornhill,ON,,L4J,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S559,"VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.","1035 WILTON GROVE ROAD   LONDON ON N6N 1C9","   "," 9B/US 10A","(519) 681-1980 (519) 681-1926/F",42.92817,-81.191582,1,rooftop,"1035 Wilton Grove Rd",,"London, ON N6N",1035,"Wilton Grove Rd",,,London,ON,,N6N,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S561,"SUMMER FRESH SALADS INCORPORATED","334 ROWNTREE DAIRY ROAD   WOODBRIDGE ON L4L 8H2","334 ROWNTREE DAIRY ROAD   WOODRIDGE ON L4L 8H2"," 10AB","(905) 856-8816 (905) 856-9298",43.781175,-79.555984,1,rooftop,"334 Rowntree Dairy Rd",,"Woodbridge, ON L4L",334,"Rowntree Dairy Rd",,,Woodbridge,ON,,L4L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S562,"VERSACOLD LOGISTICS CANADA INC./LOGISTIQUE VERSACOLD CANADA INC.Also Doing Business As Name:   ATLAS COLD STORAGE","10 GARYRAY DRIVE   TORONTO ON M9L 1P1","5255 YONGE STREET; SUITE 900   TORONTO ON M2N 5P8"," 10A","(416) 748-9473 (416) 748-9481/F (416) 748-0139/I",43.770446,-79.536998,1,rooftop,"10 Garyray Dr",,"North York, ON M9L",10,"Garyray Dr",,,"North York",ON,,M9L,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S563,"CONESTOGA MEAT PACKERS LTD.","33 HIGH RIDGE COURT   CAMBRIDGE ON N1R 7L3","313 MENNO STREET; RR2   BRESLAU ON N0B 1M0"," 10AB"," (519) 648-2506 (519) 648-3421/F",43.40818,-80.316674,1,rooftop,"33 High Ridge Ct",,"Cambridge, ON N1R",33,"High Ridge Ct",,,Cambridge,ON,,N1R,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S564,"G. BRANDT MEAT PACKERS LIMITED","135 BETHRIDGE ROAD LOT.9  ETOBICOKE ON M9W 1N4","1878 MATTAWA AVENUE   MISSISSAUGA ON L4X 1K1"," 10A","(905) 279-4460 (905) 279-9155/F",43.706801,-79.581249,1,rooftop,"135 Bethridge Rd","Lot 9","Etobicoke, ON M9W",135,"Bethridge Rd",Lot,9,Etobicoke,ON,,M9W,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
S565,"MACGREGORS MEAT & SEAFOOD LTD.","268;266;264;262 GARYRAY DRIVE   TORONTO ON M9L 1P1","265 GARYRAY DRIVE   TORONTO ON M9L 1P2"," 10A","(416) 749-5951 (416) 740-3230/F (   )    -",43.645415,-79.387361,0.49,place,,,"Toronto, ON M5V",,,,,Toronto,ON,,M5V,CA,"CanVec+ by Natural Resources Canada"
S567,"1026784 ONTARIO INC.Also Doing Business As Name:   VERSACOLD GROUP WAREHOUSE AND DISTRIBUTION SERVICES","107 WALKER DRIVE   BRAMPTON ON L6T 5K5","   "," 9BC/US 10A 11S","(905) 793-2653 (905) 793-2653/I (905) 793-4918/F",43.728202,-79.678521,1,rooftop,"107 Walker Dr",,"Brampton, ON L6T",107,"Walker Dr",,,Brampton,ON,,L6T,CA,"City of Brampton (City of Brampton CC-BY 4.0)"
S568,"8946582 CANADA INC.Also Doing Business As Name:   AF COLD STORAGE","131 EAST DRIVE   BRAMPTON ON L6T 1B5","   "," 9B/US 10A","(905) 291-1042 (905) 463-0937/F",43.711735,-79.688136,1,rooftop,"131 East Dr",,"Brampton, ON L6T",131,"East Dr",,,Brampton,ON,,L6T,CA,"City of Brampton (City of Brampton CC-BY 4.0)"
S570,"G.T. WHOLESALE LIMITED","240 LAURIER BOULEVARD   BROCKVILLE ON K6V 5V7","2480 WALKLEY ROAD   OTTAWA ON K1G 6A9"," 10AB","(613) 341-8699 (613) 341-8862/F",44.620899,-75.690078,1,rooftop,"240 Laurier Blvd",,"Brockville, ON K6V",240,"Laurier Blvd",,,Brockville,ON,,K6V,CA,"Leeds Grenville"
S572,"PROACTIVE SUPPLY CHAIN SOLUTIONS INC.*","10 SUN PAC BLVD.   BRAMPTON ON L6S 5P6","3909 NASHUA DR. UNIT6   MISSISSAUGA ON L4V 1R3"," 10A","(416) 798-3303 (905) 672-3917",43.757828,-79.697773,1,rooftop,"10 Sun Pac Blvd",,"Brampton, ON L6S",10,"Sun Pac Blvd",,,Brampton,ON,,L6S,CA,"Peel Region"
